INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
38001513	3	80	1	513	CircularTaskTool75_13	昆吾灵珠	此物可以在#G昆吾·漠南青原#W、#G昆吾·忘川花海#W、#G昆吾·天岐南淮#W、#G昆吾·沁水丹林#W、#G昆吾·云遥鹊岭#W、#G昆吾·林海溪谷#W中进行定位，定位后每次使用都可以返回你定位的地方。#r只有战盟军团成员在每周#G周二#W、#G周四#W的#G19：00至19：30#W期间才可以使用此物。#r#c00FF00（最多可以使用30次，右键点击即可使用）	10	4	1	29	1	330001	63	0	-1	-1	-1	4	特殊道具	10	0	2005	-1	0	0	1
38001514	3	80	1	514	CircularTaskTool75_5	昆吾仙钥	提炼#G昆吾金石#W中大量昆吾之力而成的仙钥，以之为引，可打开#G三神幻境#W中的#Y三神宝箱·天#W，获取其中的#G五行之宝#W。	1	0	0	30	250	-1	-1	1	-1	-1	-1	-1	任务道具	1	0	2005	-1	0	0	1
38001515	3	80	1	515	CircularTaskTool75_6	昆吾秘钥	提炼#G昆吾银石#W中大量昆吾之力而成的秘钥，以之为引，可打开#G三神幻境#W中的#Y三神宝箱·地#W，获取其中的#G五行之宝#W。	1	0	0	30	250	-1	-1	1	-1	-1	-1	-1	任务道具	1	0	2005	-1	0	0	1
38001516	3	80	1	516	Charm5_7	战备任务礼包	在#G2017年2月4日#W完成#G第5轮#W战备任务时，即可额外获得一份该礼包，开启礼包即可获得#G5个紫微灵魄#W！#r#c00FF00（右键点击即可使用）	85	4	1	3	20	891708	197	1	-1	-1	-1	0	特殊道具	1	0	2005	-1	0	0	1
38001517	3	80	1	517	Treasure4_6	君临之战·讨伐礼盒	恭喜大侠在#G2017年2月5日#W的#G君临之战#W活动中取得了讨伐胜利，特发送贺礼，以此嘉奖。内含#G5个紫微灵魄#W！#r#c00FF00（右键点击即可使用）	85	4	1	3	20	891706	197	1	-1	-1	-1	0	特殊道具	1	0	2005	-1	0	0	1
38001518	3	80	1	518	Treasure4_5	君临之战·防守礼盒	恭喜大侠在#G2017年2月5日#W的#G君临之战#W活动中取得了防守胜利，特发送贺礼，以此嘉奖。礼盒内含#G3个紫微灵魄#W！#r#c00FF00（右键点击即可使用）	85	4	1	3	20	891707	197	1	-1	-1	-1	0	特殊道具	1	0	2005	-1	0	0	1
38001519	3	80	1	519	CircularTaskTool37_14	帝君封赏礼包	在#G11#W月#G22#W日的#G君临天下#W活动中，五位神女已齐聚本盟城中，本盟盟主帝星加身，天道已降封其为：#G五行尊主·天荒帝君#W。盟主特发送此封赏礼包，以望盟中诸位秣马厉兵，修陈固列，力保本盟霸业不朽！开启礼包即可获得#G5个紫微灵魄#W和#G20个九天玉碎#W。#r#c00FF00（右键点击即可使用）	85	4	1	3	20	891709	197	1	-1	-1	-1	0	特殊道具	1	0	2005	-1	0	0	1
38001520	3	80	1	520	CircularTaskTool37_13	逐鹿天荒礼包	#G君临天下，逐鹿天荒#W。天道特发送此礼包，以望大侠秣马厉兵，修陈固列，早日齐聚五位神女，获得#G五行尊主·天荒帝君#W的至高荣耀。开启礼包即可获得#G2个紫微灵魄#W和#G10个九天玉碎#W。#r#c00FF00（右键点击即可使用）	85	4	1	3	20	891710	197	1	-1	-1	-1	0	特殊道具	1	0	2005	-1	0	0	1
38001521	3	80	1	521	CircularTaskTool76_6	无相石	无本无相，蕴化万千。流传于上古龙泉之地的神秘矿石，因其可定夺变换神兵宝器的特性灵妙而珍贵异常。#r若装备的#G3条#W精通属性类型各不相同，可在#G苏州（363，243）#R慕白#W处，使用#G1颗#Y无相石#W，将其中#G1条#W精通属性的属性类型，复刻为其他两条精通属性中的#G1种#W。	30	4	1	30	250	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0	0	1
38001522	3	80	1	522	CircularTaskTool76_6	无相石	无本无相，蕴化万千。流传于上古龙泉之地的神秘矿石，因其可定夺变换神兵宝器的特性灵妙而珍贵异常。#r若装备的#G3条#W精通属性类型各不相同，可在#G苏州（363，243）#R慕白#W处，使用#G1颗#Y无相石#W，将其中#G1条#W精通属性的属性类型，复刻为其他两条精通属性中的#G1种#W。	30	4	1	4	250	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0	0	1
38001523	3	80	1	523	CircularTaskTool76_7	无相灵石	无本无相，蕴化万千。流传于上古龙泉之地的神秘晶体，因其可定夺变换神兵宝器的特性灵妙而珍贵异常。#r若装备中存在#G2条#W相同的精通属性，可在#G苏州（363，243）#R慕白#W处，使用#G1颗#Y无相灵石#W，将剩余#G1条#W精通属性的属性类型，复刻为与其他两条精通属性相同的类型。	30	4	1	30	250	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0	0	1
38001524	3	80	1	524	CircularTaskTool76_7	无相灵石	无本无相，蕴化万千。流传于上古龙泉之地的神秘晶体，因其可定夺变换神兵宝器的特性灵妙而珍贵异常。#r若装备中存在#G2条#W相同的精通属性，可在#G苏州（363，243）#R慕白#W处，使用#G1颗#Y无相灵石#W，将剩余#G1条#W精通属性的属性类型，复刻为与其他两条精通属性相同的类型。	30	4	1	4	250	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	0	0	1
38001525	3	80	1	525	CircularTaskTool76_9	圣诞树	#G圣诞节快乐！#W#r右键点击即可使用该道具，使用后可召唤出：#G圣诞树#W！该道具可在洛阳皇城区域内的以下坐标点：（197，94）、（255，110）、（314，93）、（216，168）、（294，168）附近使用。#r小提示：#G七彩缤纷圣诞树活动#W每日只可参与#G一次#W，当您所在的队伍#G成功#W召唤出#G圣诞树#W时，您将被标记为#G今日已参与#W的状态。#r#c00FF00该道具有效期为1个小时，过期将被删除。#r#c00FF00（右键点击即可使用）	30	0	0	51	1	891712	197	1	-1	-1	-1	0	特殊道具	30	0	2005	-1	0	0	1
38001526	3	80	1	526	CircularTaskTool76_8	圣诞树装扮攻略	#G圣诞节快乐！#W#r右键点击即可查看#G圣诞树装扮攻略#W！#r#G圣诞树装扮攻略#W只能拥有#G一份#W，若您领取#G七彩缤纷圣诞树活动#W时已经拥有该物品，则#G圣诞老人#W会将其回收，同时会发放给您一本#G新的圣诞树装扮攻略#W。#r#c00FF00该道具有效期为1个小时，过期将被删除。#r#c00FF00（右键点击即可使用）	30	0	0	51	1	891713	197	0	-1	-1	-1	0	特殊道具	30	0	2005	-1	0	0	1
38001527	3	80	1	527	CircularTaskTool77_2	糖果	#G圣诞节快乐！#W#r漂亮的糖果装饰品，可以用来装扮#G圣诞树#W，若圣诞树刚好需要糖果装饰，则#G使用成功#W后增加圣诞树#G1点#W缤纷值。#r#c00FF00该道具有效期为1个小时，过期将被删除。#r#c00FF00（右键使用后左键选取目标，或选择目标后右键使用）	30	0	0	51	1	891716	197	1	-1	-1	-1	14	特殊道具	30	0	2005	-1	0	0	1
38001528	3	80	1	528	CircularTaskTool77_3	小熊	#G圣诞节快乐！#W#r漂亮的小熊装饰品，可以用来装扮#G圣诞树#W，若圣诞树刚好需要小熊装饰，则#G使用成功#W后增加圣诞树#G1点#W缤纷值。#r#c00FF00该道具有效期为1个小时，过期将被删除。#r#c00FF00（右键使用后左键选取目标，或选择目标后右键使用）	30	0	0	51	1	891716	197	1	-1	-1	-1	14	特殊道具	30	0	2005	-1	0	0	1
38001529	3	80	1	529	CircularTaskTool76_16	巧克力	#G圣诞节快乐！#W#r漂亮的巧克力装饰品，可以用来装扮#G圣诞树#W，若圣诞树刚好需要巧克力装饰，则#G使用成功#W后增加圣诞树#G1点#W缤纷值。#r#c00FF00该道具有效期为1个小时，过期将被删除。#r#c00FF00（右键使用后左键选取目标，或选择目标后右键使用）	30	0	0	51	1	891716	197	1	-1	-1	-1	14	特殊道具	30	0	2005	-1	0	0	1
38001530	3	80	1	530	CircularTaskTool76_14	彩球	#G圣诞节快乐！#W#r漂亮的彩球装饰品，可以用来装扮#G圣诞树#W，若圣诞树刚好需要彩球装饰，则#G使用成功#W后增加圣诞树#G1点#W缤纷值。#r#c00FF00该道具有效期为1个小时，过期将被删除。#r#c00FF00（右键使用后左键选取目标，或选择目标后右键使用）	30	0	0	51	1	891716	197	1	-1	-1	-1	14	特殊道具	30	0	2005	-1	0	0	1
38001531	3	80	1	531	CircularTaskTool77_1	丝带	#G圣诞节快乐！#W#r漂亮的丝带装饰品，可以用来装扮#G圣诞树#W，若圣诞树刚好需要丝带装饰，则#G使用成功#W后增加圣诞树#G1点#W缤纷值。#r#c00FF00该道具有效期为1个小时，过期将被删除。#r#c00FF00（右键使用后左键选取目标，或选择目标后右键使用）	30	0	0	51	1	891716	197	1	-1	-1	-1	14	特殊道具	30	0	2005	-1	0	0	1
38001599	3	80	1	599	CircularTaskTool78_9	缀梦灵石	仙岛灵玉，缀梦初生。可唤醒幻饰武器的外观灵性，使之更加华丽多彩。#r#G洛阳（338，270）庄舞诗可以帮你将幻饰武器进行升级，获得更高级的外观效果。	1	4	1	4	250	-1	-1	1	-1	-1	-1	-1	特殊材料	1	0	2005	-1	0		
38001750	3	80	1	750	CircularTaskTool80_5	无崖丹青	无崖子一生手绘齐御风的丹青墨宝。#r收集一定数量可在#G大理（293，92）#R李青萝#W处换取#G琅嬛福地#W称号。	1	4	1	4	250	-1	-1	1	-1	-1	-1	-1	活动道具	1	0	2005	-1	0		
38002041	3	80	2	41	CircularTaskTool87_10	命魂玉	繁星有魂，可生可灭。星灭之时，被五方境中妖兽所引，化为魂玉，乃成滋养#G命魂#W魂位的不二之选。#r可在#G人物-神器#W界面中，用于提升已开蒙的上古神器或太古神器的#G命魂位#W等级。#r可在#G凤鸣镇（248，217）#R逍遥子#W处，使用#G5#W个#Y命魂玉#W合成#G1#W个#Y地魂玉#W。	1	4	1	30	250	-1	-1	0	-1	-1	-1	-1	神器材料	1	0	2005	-1	1	1	1
38002043	3	80	2	43	CircularTaskTool87_11	地魂玉	繁星有魂，可生可灭。星灭之时，被五方境中妖兽所引，化为魂玉，乃成滋养#G地魂#W魂位的不二之选。#r可在#G人物-神器#W界面中，用于提升已开蒙的上古神器或太古神器的#G地魂位#W等级。#r可在#G凤鸣镇（248，217）#R逍遥子#W处，使用#G5#W个#Y地魂玉#W合成#G1#W个#Y天魂玉#W。	1	4	1	30	250	-1	-1	0	-1	-1	-1	-1	神器材料	1	0	2005	-1	1	1	1
38002045	3	80	2	45	CircularTaskTool87_12	天魂玉	繁星有魂，可生可灭。星灭之时，被五方境中妖兽所引，化为魂玉，乃成滋养#G天魂#W魂位的不二之选。#r可在#G人物-神器#W界面中，用于提升已开蒙的上古神器或太古神器的#G天魂位#W等级。	1	4	1	30	250	-1	-1	0	-1	-1	-1	-1	神器材料	1	0	2005	-1	1	1	1
38002047	3	80	2	47	CircularTaskTool88_9	紫府星髓	气由心海起，气自关元生，紫府转万念，星月画坛城。以琼室昆仑之杳，入玉京神阙之奥，方化气为灵。#r#G可在武意属性界面进行化气。化气可将已分配的武意潜灵，重新随机分配至其他的武意属性。	85	4	1	30	250	-1	-1	1	-1	-1	-1	-1	特殊道具	1	0	2005	-1	1	1	1
38002049	3	80	2	49	CircularTaskTool87_8	伏羲玉	由陨落于苍梧秘境中的云浮星辰结晶而成，后被隐匿于秘境中的九黎遗族发掘，意欲打造神兵，再夺凤鸣之用。#r可在#G凤鸣镇（248，217）#R逍遥子#W处，用于孕育上古神器的#G器灵#W。#r上古神器的器灵越高，属性就越强大。器灵达到20阶后，还可通过#G铸魂#W转化为#G太古神器#W。	1	4	1	30	250	-1	-1	0	-1	-1	-1	-1	神器材料	1	0	2005	-1	1	1	1
38002067	3	80	2	67	CircularTaskTool87_13	凝息丸	聚天材地宝为凝，炼红尘紫府为息。#r使用之后，可增加#G500#W只#G双倍内息杀怪数#W。#r#c00FF00（右键点击即可使用）	85	4	1	5	250	507012	77	1	-1	-1	-1	4	特殊药品	1	0	2005	-1	0	0	1
38002068	3	80	2	68	CircularTaskTool87_13	凝息丸	聚天材地宝为凝，炼红尘紫府为息。#r使用之后，可增加#G500#W只#G双倍内息杀怪数#W。#r#c00FF00（右键点击即可使用）	85	4	1	10	250	507012	77	1	-1	-1	-1	4	特殊药品	1	0	2005	-1	0	0	1

38010001	3	80	1	1	CircularTaskTool85_8	通用头像相框	"可在#G洛阳（351,270）#R颜如玉#W处更换头像框。"	1	4	1	30	1	-1	-1	1	-1	-1	-1	-1	活动道具	1	0	2005	-1	0	0	0
38101001	0	1	1	2	ZhenYuan1_1	真元·勇力	装备原有#G力量#W+#G30#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0		
38101002	0	1	2	4	ZhenYuan1_1	真元·勇力	装备原有#G力量#W+#G50#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0		
38101003	0	1	3	6	ZhenYuan1_1	真元·勇力	装备原有#G力量#W+#G70#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0		
38101004	0	1	4	8	ZhenYuan1_1	真元·勇力	装备原有#G力量#W+#G100#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0		
38101005	0	1	5	10	ZhenYuan1_1	真元·勇力	装备原有#G力量#W+#G140#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0		
38101006	0	1	6	12	ZhenYuan1_1	真元·勇力	装备原有#G力量#W+#G190#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0		
38101007	0	1	7	14	ZhenYuan1_1	真元·勇力	装备原有#G力量#W+#G230#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0		
38101008	0	1	8	16	ZhenYuan1_1	真元·勇力	装备原有#G力量#W+#G280#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38101009	0	1	9	18	ZhenYuan1_1	真元·勇力	装备原有#G力量#W+#G330#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38102001	0	2	1	2	ZhenYuan1_6	真元·灵慧	装备原有#G灵气#W+#G30#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38102002	0	2	2	4	ZhenYuan1_6	真元·灵慧	装备原有#G灵气#W+#G50#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38102003	0	2	3	6	ZhenYuan1_6	真元·灵慧	装备原有#G灵气#W+#G70#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38102004	0	2	4	8	ZhenYuan1_6	真元·灵慧	装备原有#G灵气#W+#G100#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38102005	0	2	5	10	ZhenYuan1_6	真元·灵慧	装备原有#G灵气#W+#G140#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38102006	0	2	6	12	ZhenYuan1_6	真元·灵慧	装备原有#G灵气#W+#G190#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38102007	0	2	7	14	ZhenYuan1_6	真元·灵慧	装备原有#G灵气#W+#G230#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38102008	0	2	8	16	ZhenYuan1_6	真元·灵慧	装备原有#G灵气#W+#G280#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38102009	0	2	9	18	ZhenYuan1_6	真元·灵慧	装备原有#G灵气#W+#G330#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38103001	0	3	1	2	ZhenYuan1_11	真元·厚体	装备原有#G体力#W+#G10#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38103002	0	3	2	4	ZhenYuan1_11	真元·厚体	装备原有#G体力#W+#G30#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38103003	0	3	3	6	ZhenYuan1_11	真元·厚体	装备原有#G体力#W+#G50#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38103004	0	3	4	8	ZhenYuan1_11	真元·厚体	装备原有#G体力#W+#G80#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38103005	0	3	5	10	ZhenYuan1_11	真元·厚体	装备原有#G体力#W+#G110#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38103006	0	3	6	12	ZhenYuan1_11	真元·厚体	装备原有#G体力#W+#G140#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38103007	0	3	7	14	ZhenYuan1_11	真元·厚体	装备原有#G体力#W+#G180#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38103008	0	3	8	16	ZhenYuan1_11	真元·厚体	装备原有#G体力#W+#G220#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38103009	0	3	9	18	ZhenYuan1_11	真元·厚体	装备原有#G体力#W+#G260#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38104001	0	4	1	2	ZhenYuan1_16	真元·气定	装备原有#G定力#W+#G10#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38104002	0	4	2	4	ZhenYuan1_16	真元·气定	装备原有#G定力#W+#G30#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38104003	0	4	3	6	ZhenYuan1_16	真元·气定	装备原有#G定力#W+#G50#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38104004	0	4	4	8	ZhenYuan1_16	真元·气定	装备原有#G定力#W+#G80#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38104005	0	4	5	10	ZhenYuan1_16	真元·气定	装备原有#G定力#W+#G110#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38104006	0	4	6	12	ZhenYuan1_16	真元·气定	装备原有#G定力#W+#G140#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38104007	0	4	7	14	ZhenYuan1_16	真元·气定	装备原有#G定力#W+#G180#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38104008	0	4	8	16	ZhenYuan1_16	真元·气定	装备原有#G定力#W+#G220#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38104009	0	4	9	18	ZhenYuan1_16	真元·气定	装备原有#G定力#W+#G260#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38105001	0	5	1	2	ZhenYuan2_5	真元·迅捷	装备原有#G身法#W+#G10#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38105002	0	5	2	4	ZhenYuan2_5	真元·迅捷	装备原有#G身法#W+#G20#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38105003	0	5	3	6	ZhenYuan2_5	真元·迅捷	装备原有#G身法#W+#G30#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38105004	0	5	4	8	ZhenYuan2_5	真元·迅捷	装备原有#G身法#W+#G40#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38105005	0	5	5	10	ZhenYuan2_5	真元·迅捷	装备原有#G身法#W+#G50#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38105006	0	5	6	12	ZhenYuan2_5	真元·迅捷	装备原有#G身法#W+#G60#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38105007	0	5	7	14	ZhenYuan2_5	真元·迅捷	装备原有#G身法#W+#G70#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38105008	0	5	8	16	ZhenYuan2_5	真元·迅捷	装备原有#G身法#W+#G80#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38105009	0	5	9	18	ZhenYuan2_5	真元·迅捷	装备原有#G身法#W+#G90#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38106001	0	6	1	2	ZhenYuan2_10	真元·血涌丹田	装备原有#G血上限#W+#G1000#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38106002	0	6	2	4	ZhenYuan2_10	真元·血涌丹田	装备原有#G血上限#W+#G1600#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38106003	0	6	3	6	ZhenYuan2_10	真元·血涌丹田	装备原有#G血上限#W+#G2600#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38106004	0	6	4	8	ZhenYuan2_10	真元·血涌丹田	装备原有#G血上限#W+#G3700#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38106005	0	6	5	10	ZhenYuan2_10	真元·血涌丹田	装备原有#G血上限#W+#G5000#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38106006	0	6	6	12	ZhenYuan2_10	真元·血涌丹田	装备原有#G血上限#W+#G6500#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38106007	0	6	7	14	ZhenYuan2_10	真元·血涌丹田	装备原有#G血上限#W+#G8200#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38106008	0	6	8	16	ZhenYuan2_10	真元·血涌丹田	装备原有#G血上限#W+#G11000#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
38106009	0	6	9	18	ZhenYuan2_10	真元·血涌丹田	装备原有#G血上限#W+#G13500#W。张士心以上古神石为物，其灵为引，经十年苦制，方得此物。#r#G（真元放入真元盘眼内方可生效）	1	1	1	3	1	-1	-1	1	-1	-1	-1	4		1	0	2005	-1	0
